observation_month,published_at,available_at,cape,source,source_url,source_sha256,downloaded_at
1900-02-01,2026-06-01T09:02:10,1900-02-15 00:00:00,18.70379741725144,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-03-01,2026-06-01T09:02:10,1900-03-15 00:00:00,18.775793421238376,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-03-01,2026-06-08T00:11:02,1900-03-15,18.78,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-04-01,2026-06-01T09:02:10,1900-04-13 00:00:00,18.93640203332273,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-04-01,2026-06-08T00:11:02,1900-04-13,18.95,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-05-01,2026-06-08T00:11:02,1900-05-15,18.41,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-05-01,2026-06-01T09:02:10,1900-05-15 00:00:00,18.403197016950415,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-06-01,2026-06-08T00:11:02,1900-06-15,17.99,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-06-01,2026-06-01T09:02:10,1900-06-15 00:00:00,17.99271158430398,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-07-01,2026-06-01T09:02:10,1900-07-13 00:00:00,17.689545468952804,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-07-01,2026-06-08T00:11:02,1900-07-13,17.7,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-08-01,2026-06-08T00:11:02,1900-08-15,18.07,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-08-01,2026-06-01T09:02:10,1900-08-15 00:00:00,18.069614666784194,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-09-01,2026-06-01T09:02:10,1900-09-14 00:00:00,17.34187415122471,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-09-01,2026-06-08T00:11:02,1900-09-14,17.35,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-10-01,2026-06-08T00:11:02,1900-10-15,18.1,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-10-01,2026-06-01T09:02:10,1900-10-15 00:00:00,18.102398784556055,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-11-01,2026-06-01T09:02:10,1900-11-15 00:00:00,19.419584603760757,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-11-01,2026-06-08T00:11:02,1900-11-15,19.42,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1900-12-01,2026-06-01T09:02:10,1900-12-14 00:00:00,20.74405116087085,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1900-12-01,2026-06-08T00:11:02,1900-12-14,20.75,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-01-01,2026-06-01T09:02:10,1901-01-15 00:00:00,20.978581834536193,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-01-01,2026-06-08T00:11:02,1901-01-15,20.97,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-02-01,2026-06-08T00:11:02,1901-02-15,21.69,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-02-01,2026-06-01T09:02:10,1901-02-15 00:00:00,21.67914984820619,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-03-01,2026-06-01T09:02:10,1901-03-15 00:00:00,22.34758395068385,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-03-01,2026-06-08T00:11:02,1901-03-15,22.36,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-04-01,2026-06-01T09:02:10,1901-04-15 00:00:00,24.409716994827217,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-04-01,2026-06-08T00:11:02,1901-04-15,24.4,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-05-01,2026-06-01T09:02:10,1901-05-15 00:00:00,23.064012684863563,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-05-01,2026-06-08T00:11:02,1901-05-15,23.06,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-06-01,2026-06-01T09:02:10,1901-06-14 00:00:00,25.238466205960343,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-06-01,2026-06-08T00:11:02,1901-06-14,25.23,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-07-01,2026-06-01T09:02:10,1901-07-15 00:00:00,23.144848553708112,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-07-01,2026-06-08T00:11:02,1901-07-15,23.15,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-08-01,2026-06-08T00:11:02,1901-08-15,23.07,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-08-01,2026-06-01T09:02:10,1901-08-15 00:00:00,23.07717771384438,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-09-01,2026-06-08T00:11:02,1901-09-13,22.6,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-09-01,2026-06-01T09:02:10,1901-09-13 00:00:00,22.59046831686025,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-10-01,2026-06-01T09:02:10,1901-10-15 00:00:00,22.252901618408934,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-10-01,2026-06-08T00:11:02,1901-10-15,22.26,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-11-01,2026-06-01T09:02:10,1901-11-15 00:00:00,22.37507477765281,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-11-01,2026-06-08T00:11:02,1901-11-15,22.37,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1901-12-01,2026-06-01T09:02:10,1901-12-13 00:00:00,21.68021514102968,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1901-12-01,2026-06-08T00:11:02,1901-12-13,21.69,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-01-01,2026-06-01T09:02:10,1902-01-15 00:00:00,22.34029079603357,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-01-01,2026-06-08T00:11:02,1902-01-15,22.34,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-02-01,2026-06-01T09:02:10,1902-02-14 00:00:00,22.459957452460408,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-02-01,2026-06-08T00:11:02,1902-02-14,22.46,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-03-01,2026-06-01T09:02:10,1902-03-14 00:00:00,22.410652288217342,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-03-01,2026-06-08T00:11:02,1902-03-14,22.41,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-04-01,2026-06-01T09:02:10,1902-04-15 00:00:00,22.823108698497855,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-04-01,2026-06-08T00:11:02,1902-04-15,22.83,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-05-01,2026-06-08T00:11:02,1902-05-15,22.42,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-05-01,2026-06-01T09:02:10,1902-05-15 00:00:00,22.427954493329803,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-06-01,2026-06-01T09:02:10,1902-06-13 00:00:00,21.963742295514628,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-06-01,2026-06-08T00:11:02,1902-06-13,21.97,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-07-01,2026-06-01T09:02:10,1902-07-15 00:00:00,22.385686589401377,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-07-01,2026-06-08T00:11:02,1902-07-15,22.4,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-08-01,2026-06-01T09:02:10,1902-08-15 00:00:00,23.168671834092873,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-08-01,2026-06-08T00:11:02,1902-08-15,23.17,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-09-01,2026-06-08T00:11:02,1902-09-15,22.87,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-09-01,2026-06-01T09:02:10,1902-09-15 00:00:00,22.85656638195451,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-10-01,2026-06-08T00:11:02,1902-10-15,20.62,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-10-01,2026-06-01T09:02:10,1902-10-15 00:00:00,20.604425401859817,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-11-01,2026-06-08T00:11:02,1902-11-14,20.41,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-11-01,2026-06-01T09:02:10,1902-11-14 00:00:00,20.408541255072187,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1902-12-01,2026-06-08T00:11:02,1902-12-15,19.64,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1902-12-01,2026-06-01T09:02:10,1902-12-15 00:00:00,19.63323212682385,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-01-01,2026-06-08T00:11:02,1903-01-15,20.32,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-01-01,2026-06-01T09:02:10,1903-01-15 00:00:00,20.3181320538285,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-02-01,2026-06-08T00:11:02,1903-02-13,20.11,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-02-01,2026-06-01T09:02:10,1903-02-13 00:00:00,20.107051517552808,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-03-01,2026-06-01T09:02:10,1903-03-13 00:00:00,19.88456038487284,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-03-01,2026-06-08T00:11:02,1903-03-13,19.89,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-04-01,2026-06-08T00:11:02,1903-04-15,18.99,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-04-01,2026-06-01T09:02:10,1903-04-15 00:00:00,18.980022601826267,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-05-01,2026-06-01T09:02:10,1903-05-15 00:00:00,18.95485872303988,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-05-01,2026-06-08T00:11:02,1903-05-15,18.96,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-06-01,2026-06-01T09:02:10,1903-06-15 00:00:00,17.81855172296852,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-06-01,2026-06-08T00:11:02,1903-06-15,17.83,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-07-01,2026-06-08T00:11:02,1903-07-15,16.93,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-07-01,2026-06-01T09:02:10,1903-07-15 00:00:00,16.91817841476666,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-08-01,2026-06-08T00:11:02,1903-08-14,16.31,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-08-01,2026-06-01T09:02:10,1903-08-14 00:00:00,16.2991187909035,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-09-01,2026-06-01T09:02:10,1903-09-15 00:00:00,15.65435911519692,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-09-01,2026-06-08T00:11:02,1903-09-15,15.65,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-10-01,2026-06-01T09:02:10,1903-10-15 00:00:00,15.25294382577884,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-10-01,2026-06-08T00:11:02,1903-10-15,15.26,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-11-01,2026-06-08T00:11:02,1903-11-13,15.4,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1903-11-01,2026-06-01T09:02:10,1903-11-13 00:00:00,15.407877534297898,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-12-01,2026-06-01T09:02:10,1903-12-15 00:00:00,16.042894140050144,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1903-12-01,2026-06-08T00:11:02,1903-12-15,16.04,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-01-01,2026-06-08T00:11:02,1904-01-15,15.86,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-01-01,2026-06-01T09:02:10,1904-01-15 00:00:00,15.861833914033642,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-02-01,2026-06-01T09:02:10,1904-02-15 00:00:00,15.02149838033144,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-02-01,2026-06-08T00:11:02,1904-02-15,15.02,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-03-01,2026-06-08T00:11:02,1904-03-15,15.09,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-03-01,2026-06-01T09:02:10,1904-03-15 00:00:00,15.081930176258869,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-04-01,2026-06-08T00:11:02,1904-04-15,15.56,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-04-01,2026-06-01T09:02:10,1904-04-15 00:00:00,15.565490611691484,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-05-01,2026-06-01T09:02:10,1904-05-13 00:00:00,15.52582089625464,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-05-01,2026-06-08T00:11:02,1904-05-13,15.52,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-06-01,2026-06-08T00:11:02,1904-06-15,15.47,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-06-01,2026-06-01T09:02:10,1904-06-15 00:00:00,15.474433638652656,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-07-01,2026-06-01T09:02:10,1904-07-15 00:00:00,16.036401629624113,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-07-01,2026-06-08T00:11:02,1904-07-15,16.03,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-08-01,2026-06-01T09:02:10,1904-08-15 00:00:00,16.304651978851034,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-08-01,2026-06-08T00:11:02,1904-08-15,16.31,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-09-01,2026-06-08T00:11:02,1904-09-15,16.74,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-09-01,2026-06-01T09:02:10,1904-09-15 00:00:00,16.74260004916369,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-10-01,2026-06-08T00:11:02,1904-10-14,17.63,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-10-01,2026-06-01T09:02:10,1904-10-14 00:00:00,17.633197370821403,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-11-01,2026-06-01T09:02:10,1904-11-15 00:00:00,18.07620022377007,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1904-11-01,2026-06-08T00:11:02,1904-11-15,18.07,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-12-01,2026-06-08T00:11:02,1904-12-15,18.16,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1904-12-01,2026-06-01T09:02:10,1904-12-15 00:00:00,18.159679118703203,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-01-01,2026-06-01T09:02:10,1905-01-13 00:00:00,18.459852032455853,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-01-01,2026-06-08T00:11:02,1905-01-13,18.46,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-02-01,2026-06-08T00:11:02,1905-02-15,19.17,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-02-01,2026-06-01T09:02:10,1905-02-15 00:00:00,19.168996375829835,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-03-01,2026-06-08T00:11:02,1905-03-15,19.84,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-03-01,2026-06-01T09:02:10,1905-03-15 00:00:00,19.831506074218424,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-04-01,2026-06-01T09:02:10,1905-04-14 00:00:00,19.48292752471129,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-04-01,2026-06-08T00:11:02,1905-04-14,19.49,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-05-01,2026-06-08T00:11:02,1905-05-15,18.63,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-05-01,2026-06-01T09:02:10,1905-05-15 00:00:00,18.62948750984513,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-06-01,2026-06-08T00:11:02,1905-06-15,18.73,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-06-01,2026-06-01T09:02:10,1905-06-15 00:00:00,18.735862386183538,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-07-01,2026-06-08T00:11:02,1905-07-14,19.2,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-07-01,2026-06-01T09:02:10,1905-07-14 00:00:00,19.205883309548053,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-08-01,2026-06-08T00:11:02,1905-08-15,19.58,multpl,https://www.multpl.com/shiller-pe/table/by-month,,2026-06-08T00:11:02
1905-08-01,2026-06-01T09:02:10,1905-08-15 00:00:00,19.573308430803724,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
1905-09-01,2026-06-01T09:02:10,1905-09-15 00:00:00,19.74349241969778,yale_shiller_ie_data,http://www.econ.yale.edu/~shiller/data/ie_data.xls,0df9392b7dacf91f756e92c8db508ad903c4588b43f3253680eec3dd8b40db68,2026-06-01T09:02:10
