variant,sharpe,maxdd,cagr,win_rate,final_nav,sortino,calmar
variant_a,0.9182573989802817,-0.32151513714895463,0.17766252053914577,0.6715328467153284,6.474741812363986,1.1495777232382267,0.552579023540147
variant_b,0.9132507220047275,-0.33821245716395776,0.17391419051293044,0.6642335766423357,6.243214380178959,1.139450345626,0.5142158037917
variant_c,0.8294886664100216,-0.32664247632913224,0.1523150615828821,0.6642335766423357,5.049937315690757,1.0349124284160707,0.4663051275346261
variant_d,0.80654477383751,-0.310714168616679,0.15130111710381522,0.6496350364963503,4.999413920862773,1.0144814212496556,0.48694630752571816
