date,strategy_value,benchmark_value,strategy_flow,benchmark_flow,cash,cash_pct,spy_weight_actual,qqq_weight_actual,equity_exposure,multiplier,target_spy_weight,target_qqq_weight,regime,reason,cape,vix,rsi14,spy_close,qqq_close
2025-04-10,622973.8073054806,620674.0007096981,2000.0,2000.0,49885.22608182154,0.08007596065328616,0.4550534953364253,0.4648705440102886,0.919924039346714,2.0,0.85,0.15,elevated,"CAPE=32.6:elevated; panic_override:VIX=40.7,RSI=40.9,DD=-14.4%; monthly_risk_off_trim",32.63,40.72,40.92873710547441,524.58,446.18
2025-04-11,633367.3691648843,631929.8685479206,0.0,0.0,49885.22608182154,0.07876191371777938,0.4555722741835188,0.4656658120987017,0.9212380862822205,2.0,0.85,0.15,elevated,"CAPE=32.6:elevated; panic_override:VIX=37.6,RSI=44.3,DD=-12.9%; monthly_risk_off_trim",32.63,37.56,44.26048378894318,533.94,454.4
2025-04-14,638165.810935628,637130.3536061677,0.0,0.0,49885.22608182154,0.07816969387420455,0.45653326002936184,0.46529704609643363,0.9218303061257955,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap; monthly_risk_off_trim,32.63,30.89,46.07323692619864,539.12,457.48
2025-04-15,637680.8230536312,636600.2059553401,0.0,0.0,49885.22608182154,0.07822914580203083,0.45560081765545984,0.4661700365425092,0.9217708541979691,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap; monthly_risk_off_trim,32.63,30.12,45.6076030282281,537.61,457.99
2025-04-16,622259.3057186448,619908.12504155,0.0,0.0,49885.22608182154,0.08016790688924981,0.4565139401826513,0.4633181529280989,0.9198320931107501,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap; monthly_risk_off_trim,32.63,32.64,41.99079389183727,525.66,444.18
2025-04-17,624611.1849245679,622289.8028244611,2000.0,2000.0,50885.22608182154,0.08146704271388731,0.4568027025178157,0.461730254768297,0.9185329572861127,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap,32.63,29.65,42.30006667032355,526.41,444.1
2025-04-21,610682.7016017378,607183.1154601263,0.0,0.0,50885.22608182154,0.08332514732832043,0.4561003315390926,0.460574521132587,0.9166748526716797,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap; monthly_risk_off_trim,32.63,33.82,38.59769016998893,513.88,433.11
2025-04-22,625313.2555132355,623051.9221772208,0.0,0.0,50885.22608182154,0.08137557557460814,0.45701793542065483,0.4616064890047371,0.9186244244253919,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap; monthly_risk_off_trim,32.63,30.57,44.20905218616753,527.25,444.48
2025-04-23,636287.5763457138,634949.1570663494,0.0,0.0,50885.22608182154,0.0799720566195278,0.4560951318269589,0.46393281155351335,0.9200279433804721,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap,32.63,28.45,47.373949956164324,535.42,454.56
2025-04-24,652700.549618159,652574.5619818846,2000.0,2000.0,51885.22608182154,0.07949315518758991,0.455285264006003,0.46522158080640713,0.9205068448124102,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap,32.63,26.47,51.46415504128437,546.69,467.35
2025-04-25,658232.7387654784,658581.3665701156,0.0,0.0,51885.22608182154,0.07882504625815599,0.45472069479679006,0.466454258945054,0.9211749537418441,0.5,0.75,0.25,elevated,CAPE=32.6:elevated; below_sma200_cap,32.63,24.84,52.84742698717523,550.64,472.56
2025-04-28,658249.4295183036,658599.8499227953,0.0,0.0,51885.22608182154,0.07882304754869339,0.45488257920951514,0.4662943732417915,0.9211769524513065,0.5,0.85,0.15,elevated,CAPE=32.6:elevated; below_sma200_cap,32.63,25.15,52.924242542325466,550.85,472.41
2025-04-29,662162.772964163,662850.1560440146,0.0,0.0,51885.22608182154,0.07835720792571592,0.45504278199593245,0.46660001007835156,0.921642792074284,0.5,0.75,0.25,elevated,CAPE=32.6:elevated; below_sma200_cap,32.63,24.17,54.250491553030166,554.32,475.53
